City,Comments,Country,Date Posted,Duration,Lat,Long,Name,Shape,ss status
calumet city (just south of chicagoill) ill,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,2,41.615591,-87.529487,1078-calumet city (just south of chicagoill) ill-Sleigh,Sleigh,Active
bellevue,The object was black triangular and had some protrusions on the back (fat end of the triangle) that may have been tail fins like on a,us,02/10/2019 00:00,10,47.6105556,-122.1994444,1077-bellevue-triangle,triangle,Active
la grande,As I left my house I noticed to the northeast a fireball descending to the horizon behind the mountains surrounding our valley. I orig,us,02/10/2019 00:00,2,45.3247222,-118.0866667,1076-la grande-fireball,fireball,Pending
lake oswego,As reported directly to Peter Davenport by phone 9-25-99 23:25pm-------I went outside with binoculars to do a sky watch and was lookin,us,02/10/2019 00:00,240,45.4208333,-122.6694444,1075-lake oswego-sleigh,sleigh,Pending
las vegas,Location:South Las Vegas Time/Date 9/25/99 at 11:08 pm Sighting:5 round objects (about 1/2 size of the full moon)appearing one at a tim,us,02/10/2019 00:00,420,36.175,-115.1363889,1074-las vegas-oval,oval,Active
las vegas,(Peter: we discussed this over the phone with you last Saturday). My husband and I were outside in our spa in South Las Vegas. At 11:08,us,02/10/2019 00:00,240,36.175,-115.1363889,1073-las vegas-disk,disk,Pending
duanesburg (mohawk valley),We could not identify shape since it was night.  The lights were identifiable.  Not as an airplane weve seen those often around here,us,02/10/2019 00:00,600,42.7619444,-74.1341667,1072-duanesburg (mohawk valley)-light,light,Pending
riverside,two objects came from east to west then broke apart soon they came together again but now there were three they zigzagged between eacho,us,02/10/2019 00:00,600,33.9533333,-117.3952778,1071-riverside-other,other,Pending
nashville,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,60,36.1658333,-86.7844444,1070-nashville-Sleigh,Sleigh,Pending
ewen,Greenish blue fireball which appeared to be quite large in size.  Arced toward earth in a west to east direction but north of Ewen MI.,us,02/10/2019 00:00,1,46.5352778,-89.2811111,1069-ewen-fireball,fireball,Active
everett,I watched a streak of light move in a southerly direction heading downward eventually disappearing behind the Olympic Mountains.,us,02/10/2019 00:00,300,47.9791667,-122.2008333,1068-everett-light,light,Active
wilberfoss york (uk/england),Blue/white fanning light which closed to a point and gradually faded to ground level,us,02/10/2019 00:00,120,53.951048,-0.884723,1067-wilberfoss york (uk/england)-light,light,Pending
lower lake,At 10:00pm our dogs and the neiborhood dogs started to bark.  I went outside to check why they were barking.  I looked around and saw i,us,02/10/2019 00:00,3600,38.9105556,-122.6091667,1066-lower lake-triangle,triangle,Closed
troy,Very very large triangular object outlined with lights appearing from the west stopping briefly then disappearing in the east at a ve,us,02/10/2019 00:00,180,42.6055556,-83.15,1065-troy-triangle,triangle,Pending
chico,small silver object low flying in very strait line emitting what looked to be a thick bright billowy contrail the shape and length of,us,02/10/2019 00:00,300,39.7286111,-121.8363889,1064-chico-other,other,Active
hailey,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,0,43.5197222,-114.3144444,1063-hailey-Sleigh,Sleigh,Active
victor/teton mountain range,Saw two very bright white lights to the east accompanied by several other dimmer white lights.  25 minutes of unusual movement individ,us,02/10/2019 00:00,1500,0,0,1062-victor/teton mountain range-sleigh,sleigh,Active
millsboro,Followed vehicle and occupants from Home to destination approximately 30 to 40minutes away. Stopped when vehicle stopped and appeared t,us,02/10/2019 00:00,2700,38.5913889,-75.2916667,1061-millsboro-egg,egg,Active
wharton,while driving home from a football game my family and i saw 3 lights on the horizon,us,02/10/2019 00:00,180,40.8613889,-83.4616667,1060-wharton-triangle,triangle,Active
manassas,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,40,38.7508333,-77.4755556,1059-manassas-Sleigh,Sleigh,Pending
new berlin,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,60,42.9763889,-88.1083333,1058-new berlin-Sleigh,Sleigh,Pending
central lake,Saw shiny metallic object in NW sky at sunset high on horizon. Appeared to be tilted at 45 degree angle hovering high above horizon.,us,02/10/2019 00:00,2400,45.07,-85.2644444,1057-central lake-cylinder,cylinder,Active
galva/victoria/oak run,Three balls of light come out of a cornfield aprox.  40 yards above the ground and about 20 yards from the road.  Multiple sightings wi,us,02/10/2019 00:00,7200,40.963371,-90.14512,1056-galva/victoria/oak run-changing,changing,Closed
vancouver,2 floating white-ish orbs and 1 red spinning cube.,us,02/10/2019 00:00,20,45.6388889,-122.6602778,1055-vancouver-sphere,sphere,Closed
everett,I watched a cylinder shaped object head west then changed form to a boomerang transparent like state and then it traveled south,us,02/10/2019 00:00,30,47.9791667,-122.2008333,1054-everett-changing,changing,Closed
post falls,Driving eastbound I-90 near ID/WA stateline. Observed fireball with other cars stopped by side of highway for approx. 20 minutes.,us,02/10/2019 00:00,1200,47.7180556,-116.9505556,1053-post falls-fireball,fireball,Closed
spokane,orange fireball w/short tail,us,02/10/2019 00:00,420,47.6588889,-117.425,1052-spokane-fireball,fireball,Pending
indianapolis,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,10,39.7683333,-86.1580556,1051-indianapolis-Sleigh,Sleigh,Active
hamilton,Husband saw 1st. It was sitting still directly west of Hamilton over Bitterroot Range. As soon as he pointed it out to a friend it be,us,02/10/2019 00:00,300,46.2469444,-114.1594444,1050-hamilton-disk,disk,Active
denver,Star like light moved about 10 moons disappeared reappeared and moved 10 more moons then disappeared again.,us,02/10/2019 00:00,40,39.7391667,-104.9841667,1049-denver-light,light,Closed
mesa,I was sitting in my back yard looking at all the airplanes when I looked south. I saw a bright light that was not seeming to move. Its,us,02/10/2019 00:00,45,33.4222222,-111.8219444,1048-mesa-light,light,Pending
barrington,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,15,43.2227778,-71.0475,1047-barrington-Sleigh,Sleigh,Active
hattiesburg,I was watching the sky when over head I saw a Black spherical object pass over.,us,02/10/2019 00:00,10,31.3269444,-89.2902778,1046-hattiesburg-sphere,sphere,Pending
highland park,A trianular object observed hovering but wobbling and then going up at a high rate of speed.,us,02/10/2019 00:00,300,34.1119444,-118.1980556,1045-highland park-triangle,triangle,Active
i-80 (eastbound  m.m. 48),The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,1200,40.744263,-112.635763,1044-i-80 (eastbound  m.m. 48)-Sleigh,Sleigh,Active
mission viejo,A red light about the size and shape of a star moving at about the speed of a shooting star but with no tail. As I watched it it slowed,us,02/10/2019 00:00,20,33.6,-117.6711111,1043-mission viejo-light,light,Active
tolono,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,4,39.9861111,-88.2588889,1042-tolono-Sleigh,Sleigh,Active
philadelphia,Three circular craft in a triangle sleigh passed in a northerly direction,us,02/10/2019 00:00,120,39.9522222,-75.1641667,1041-philadelphia-Sleigh,Sleigh,Closed
bothell,Observed through binoculars a bright light moving from north to south at a high rate of speed.,us,02/10/2019 00:00,10,47.7625,-122.2041667,1040-bothell-light,light,Active
santa barbara,I observed an object rising slowly up from about 2000 ft. until it disappeared into the low clouds.  It was star shaped and rotating.,us,02/10/2019 00:00,480,34.4208333,-119.6972222,1039-santa barbara-other,other,Closed
santa barbara,Wife saw it first looking north altitude approx. 1000-2500 feet then lost it in marine cover. Hovered slight climb hover slight cl,us,02/10/2019 00:00,1800,34.4208333,-119.6972222,1038-santa barbara-disk,disk,Pending
tampa,HI PETER306AMEST DOG STARTED BARKING WENT TO FRONT DOOR APPROX 40DEG ABOVE EST HORIZ FAST MOVING LIGHT FLASHING(WHITE)TAKE CARE GOOD H,us,02/10/2019 00:00,15,27.9472222,-82.4586111,1037-tampa-flash,flash,Pending
cleveland,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,900,30.3411111,-95.0852778,1036-cleveland-Sleigh,Sleigh,Closed
seattle,Three glowing triangular objects moved from east to west at a high rate of speed silently and in perfect sleigh.,us,02/10/2019 00:00,15,47.6063889,-122.3308333,1035-seattle-Sleigh,Sleigh,Pending
snohomish,A vehicle of some sort appeared to be over the Snohomish/Arlington area that pulsed between a red and white light. There were also one,us,02/10/2019 00:00,180,47.9130556,-122.0969444,1034-snohomish-Sleigh,Sleigh,Pending
philadelphia,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,0,39.9522222,-75.1641667,1033-philadelphia-Sleigh,Sleigh,Closed
seattle,Watched a very bright star - planet like object for one to two minutes which remained stationary. This suddenly totally disappeared.,us,02/10/2019 00:00,120,47.6063889,-122.3308333,1032-seattle-Sleigh,Sleigh,Active
kill devil hills,5-6 pale orange lights brightness of major Orion constellation stars  viewed at 33 dgr from horizen moving due south together for 45 dg,us,02/10/2019 00:00,10,36.0305556,-75.6763889,1031-kill devil hills-sleigh,sleigh,Active
new york city (brooklyn),I dreamed I was being whisked upward at a tremendous speed. I was frightened. In the morning I found an outline of an oval burned o,us,02/10/2019 00:00,0,40.7141667,-74.0063889,1030-new york city (brooklyn)-Sleigh,Sleigh,Closed
west manchester,My husband and I saw an object hovering in the sky north of our home at 4:15 a.m. E.S.T. September 181997 Thursday. It looked like a,us,02/10/2019 00:00,6300,38.6880556,-83.6094444,1029-west manchester-changing,changing,Pending
virginia beach,a ball of light shot over my head.,us,02/10/2019 00:00,2,36.8527778,-75.9783333,1028-virginia beach-fireball,fireball,Active
dandridge,Watched red light grow large then disappear when I was getting into my car. Reappeared in front of me while driving I pulled over and,us,02/10/2019 00:00,600,36.0152778,-83.415,1027-dandridge-triangle,triangle,Active
council bluffs,While driving home from school in Council Bluffs down Interstate 80 I observed a bright flash that streaked across the sky a great dist,us,02/10/2019 00:00,2,41.2619444,-95.8608333,1026-council bluffs-flash,flash,Active
phoenix,It changed colors hovered for about 10 min. then faded to a light fuzz and slowly jetted away. This repeated the exact same routine i,us,02/10/2019 00:00,3600,33.4483333,-112.0733333,1025-phoenix-oval,oval,Pending
hazelwood,More or less triangular shaped object. Moving east to west turned wo move west to east. Slow moving. Appeared small but it was hard t,us,02/10/2019 00:00,40,38.7713889,-90.3708333,1024-hazelwood-triangle,triangle,Closed
cheyenne,Seen an oject west of town at hotel it refected city lights with brown golden color moving west fast with no lights no sound and no vis,us,02/10/2019 00:00,3,41.14,-104.8197222,1023-cheyenne-Sleigh,Sleigh,Active
canby,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,300,45.2630556,-122.6913889,1022-canby-Sleigh,Sleigh,Pending
anacoco,My wife called me to the living room to see an ornange pulsating light. I watched it for a bit and it shot straight up almost out of s,us,02/10/2019 00:00,2400,31.2519444,-93.3411111,1021-anacoco-disk,disk,Active
boring,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,180,45.43,-122.3736111,1020-boring-Sleigh,Sleigh,Active
honolulu,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,300,21.3069444,-157.8583333,1019-honolulu-Sleigh,Sleigh,Active
western north carolina mountains,I saw a brilliant flash in the southern sky going from East to West.,us,02/10/2019 00:00,5,35.759573,-79.0193,1018-western north carolina mountains-fireball,fireball,Closed
todos santos bcs (mexico),4:00 A.M. a large white light was seen above the tallest mountain east of Todos Santos at Lat.23.30 (Tropic of Cancer) and Lon. 110.W,us,02/10/2019 00:00,80,23.446362,-110.22651,1017-todos santos bcs (mexico)-sphere,sphere,Pending
menomonie,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,0,44.8755556,-91.9191667,1016-menomonie-Sleigh,Sleigh,Pending
elgin,A ROUND DISK TYPE OBJECT WHITE(LIGHT) IN COLOR WITH WHITE &amp; ORANGE LIGHTS SURRONDING PERIMETER ABOUT 100 METERS ABOVE AND HOVERING.,us,02/10/2019 00:00,300,30.3494444,-97.37,1015-elgin-disk,disk,Active
nampa,I witnessed a very large triangle moveing very slow heading northeast torward northern oregon. It had a white blinking light on each co,us,02/10/2019 00:00,180,43.5408333,-116.5625,1013-nampa-triangle,triangle,Pending
cedar rapids,Looking west at about 20-30 degrees up from the horizon saw strange light that appeared to be moving very slowly or hovering. Lights,us,02/10/2019 00:00,900,42.0083333,-91.6438889,1014-cedar rapids-Sleigh,Sleigh,Active
rushville,orange light moving across sky and stops and exlpodes into a fireball and disappears,us,02/10/2019 00:00,20,40.1211111,-90.5630556,1011-rushville-fireball,fireball,Active
rushville,4 orange lights luminating in sky and disappearing,us,02/10/2019 00:00,2700,40.1211111,-90.5630556,1012-rushville-light,light,Pending
nampa,Witnessed white contrail that appeared to go from level flight to straight down.  Contrail actually indicated 90 degree turn S to W to,us,02/10/2019 00:00,45,43.5408333,-116.5625,1009-nampa-Sleigh,Sleigh,Pending
pomona,object was heading north toward mt.baldyreversed course(on a dime)headed south traversed the sky.about a fist away from moon it zig za,us,02/10/2019 00:00,120,34.0552778,-117.7513889,1010-pomona-light,light,Active
santa rosa,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,7,38.4405556,-122.7133333,1007-santa rosa-Sleigh,Sleigh,Active
daytontrotwoodwest carrollton,While out driving along a country road my brothersister in lawand I observed five triangles flying from the west heading north.  One,us,02/10/2019 00:00,1200,0,0,1008-daytontrotwoodwest carrollton-triangle,triangle,Active
vancouver,I thought it was a star,us,02/10/2019 00:00,60,45.6388889,-122.6602778,1005-vancouver-diamond,diamond,Active
mukilteo,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,3,47.9447222,-122.3033333,1006-mukilteo-Sleigh,Sleigh,Closed
center moriches,4 or 5 lights on an angle,us,02/10/2019 00:00,7,40.8002778,-72.7902778,1003-center moriches-light,light,Closed
bryan,Moving northwest to southeast silently moving triangle shape. Blocked stars from view as if it were a triangular shadow moving across,us,02/10/2019 00:00,15,30.6741667,-96.3697222,1004-bryan-triangle,triangle,Active
federal way,Cylindrical or cigar-shaped bright bronze object with bright orange appendage underneath stationary at 80 degrees in SE-SSE clear b,us,02/10/2019 00:00,30,47.3225,-122.3113889,1001-federal way-cylinder,cylinder,Active
gresham,watched a black object float across the sky level while appearing to rotate on 3 axis seperate into 2 objects reconnect and then slow,us,02/10/2019 00:00,1500,45.4983333,-122.4302778,1002-gresham-changing,changing,Active
tulsa,Bluish-white flash lit up the sky for approx 1 second. Flash was low altitude behind a hill near the airport with no explosion. Couldn,us,02/10/2019 00:00,1,36.1538889,-95.9925,999-tulsa-flash,flash,Closed
bellingham,looking to the north I saw a orange colored object flying west.It changed directions to eastthen back to westthen north where is diss,us,02/10/2019 00:00,90,48.7597222,-122.4869444,997-bellingham-oval,oval,Active
st. joseph,I just witnessed three solid bright white lights moving in a south-southeasterly direction. There were not blinking or colored lights v,us,02/10/2019 00:00,30,42.1097222,-86.48,998-st. joseph-light,light,Pending
mt rainier,At aprox. 11am this morning I observed a comet like object ( a round glowing ball of light with a tail)desending rapidly towards the ca,us,02/10/2019 00:00,300,46.853704,-121.75895,995-mt rainier-light,light,Active
wilmington,In the eastern sky about 45-50 degrees I noticed what looked to be a star. About every minute there would be a flash at around 7:00 to,us,02/10/2019 00:00,300,42.5463889,-71.1741667,996-wilmington-other,other,Pending
selinsgrove,object was travelling from north to south at about 500 feet above the ground air speed of approx. 900 mph. reappeared approx. 10 secon,us,02/10/2019 00:00,5,40.7988889,-76.8625,993-selinsgrove-Sleigh,Sleigh,Active
newburyport,Bright oval-shaped light approx. 30 degrees above horizon in N.E. portion of sky. Moved slowly from left to right. Observed for approx,us,02/10/2019 00:00,300,42.8125,-70.8777778,994-newburyport-oval,oval,Closed
ashland,At 01:01 on the 09-13-1999. I did see what looked to be fireball  moving south on a heading of 170. I was looking south while driving s,us,02/10/2019 00:00,2,40.8686111,-82.3183333,991-ashland-fireball,fireball,Pending
claremont,flashing bright light changing colors and smaller objects flying around it in the night sky.,us,02/10/2019 00:00,2700,34.0966667,-117.7188889,992-claremont-light,light,Active
olympia,Observation of commercial aircraft approaching Sea-tac airport(SW to N dir.)inbound 2110pm appearance of sattelite? crossing in a NW,us,02/10/2019 00:00,1.5,47.0380556,-122.8994444,989-olympia-light,light,Active
navarre beach,bright yellow orange light over the oceanblinked a couple of times and went out.,us,02/10/2019 00:00,60,30.381953,-86.862372,990-navarre beach-light,light,Closed
union,2 black hovering objects...approx 10k ft high..,us,02/10/2019 00:00,900,40.6975,-74.2636111,987-union-Sleigh,Sleigh,Closed
pagosa springs,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,180,37.2694444,-107.0091667,988-pagosa springs-Sleigh,Sleigh,Pending
campbell,It cant be a star I watched it move a good distance within 5 to 10 min. It stoped  then moved  stoped moved etc.  It didnt look s,us,02/10/2019 00:00,0,37.2872222,-121.9488889,985-campbell-light,light,Pending
philadelphia (northeast),The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,1.5,39.9522222,-75.1641667,986-philadelphia (northeast)-Sleigh,Sleigh,Active
renton,At 7:35 P.M. this evening I witnessed an object traveling from S.E to N.W.  It appeared to be similar to a shooting star with a brigh,us,02/10/2019 00:00,600,47.4830556,-122.2158333,984-renton-fireball,fireball,Active
batesville,Circle of scorched grass perfectly round exactly 12ft in diameter from any point scorched area being two feet deep.  Middle of cir,us,02/10/2019 00:00,0,28.9508333,-99.6175,983-batesville-Sleigh,Sleigh,Pending
murfreesboro,Two objects seen possiably leaving moons surface or flying around Moon....,us,02/10/2019 00:00,600,35.8455556,-86.3902778,982-murfreesboro-fireball,fireball,Closed
lima,Looking to the Northeast I saw two orange lights that just disappeared.  I have seen these lights on several occasions along with frie,us,02/10/2019 00:00,180,40.7425,-84.1052778,981-lima-light,light,Active
portland,High Performance A/C at full military power,us,02/10/2019 00:00,10,45.5236111,-122.675,980-portland-Sleigh,Sleigh,Active
vacaville,The object was considerably larger then a C-5 and was irregular in shape.  As it was clear the object did have a surface mass he descr,us,02/10/2019 00:00,300,38.3566667,-121.9866667,978-vacaville-triangle,triangle,Active
portland,Observed and heard two F-15 air natl. guard jets with full afterburner turning south over my location (west hills) at btwn. 2130 &amp; 2135,us,02/10/2019 00:00,35,45.5236111,-122.675,979-portland-Sleigh,Sleigh,Active
saddleback fire lookout- tahoe natl. forest- downieville dis,16 Sept 99     5:11 P.M. After hearing Ron Davenport this afternoon on the local radio station in Nevada City CA (KVMR-FM) I decided,us,02/10/2019 00:00,30,36.778261,-119.417932,977-saddleback fire lookout- tahoe natl. forest- downieville dis-Sleigh,Sleigh,Active
novato,we were traveling east on hwy. 37 and saw moving slowly above us from the north/west what looked like three giant bars of light simil,us,02/10/2019 00:00,180,38.1075,-122.5686111,976-novato-light,light,Closed
beaverton,Heard at least 2 low flying jets.,us,02/10/2019 00:00,0,45.4872222,-122.8025,974-beaverton-Sleigh,Sleigh,Pending
black rock city,small bright lights traveling in straight line with red trails,us,02/10/2019 00:00,20,40.788645,-119.203018,975-black rock city-fireball,fireball,Pending
coos bay,large fireball faded to long cone shaped object moving from west to east about 15 to 20 degrees up from horizon,us,02/10/2019 00:00,30,43.3666667,-124.2166667,972-coos bay-other,other,Active
auburn,Sparkling Streaks- First impression was that it was space debris entering- What was unusual was that there seemed to be a sleigh of,us,02/10/2019 00:00,30,38.8966667,-121.0758333,973-auburn-Sleigh,Sleigh,Pending
sunriver,I am only giving brief report. I did not see object but work part-time Many people stargazing at Sunriver nature center obsrv. saw fire,us,02/10/2019 00:00,0,43.8841667,-121.4375,970-sunriver-fireball,fireball,Active
fairfield,A huge black triangular object was seen slowly traversing across the sky very close at what he estimated to be 900 off the ground.  Th,us,02/10/2019 00:00,300,38.2494444,-122.0388889,971-fairfield-triangle,triangle,Pending
suisun,Travelling west to east viewed w/binoculars -two groups-silvery white-sparkles,us,02/10/2019 00:00,180,0,0,968-suisun-sleigh,sleigh,Active
portland,Military in Oregon is lying to you,us,02/10/2019 00:00,0,45.5236111,-122.675,969-portland-Sleigh,Sleigh,Active
chicago,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,1,41.85,-87.65,966-chicago-Sleigh,Sleigh,Active
gold beach,Fireball flew from west to east by south-east.  Split into three peices and disapeared over the horizon.,us,02/10/2019 00:00,60,42.4075,-124.4205556,967-gold beach-fireball,fireball,Active
tucumcari (on i-40 westbound),WAS TRAVELING WEST BOUND I-40 WEST OF TUCUMCARI NM AND OBSERVED A TRINGULAR OBJECT MOVING AT MY SPEED CLOSER TO ME THAN THE BACK DROP T,us,02/10/2019 00:00,240,35.1716667,-103.7244444,964-tucumcari (on i-40 westbound)-triangle,triangle,Active
lincolnton,Glowing object in morning sky,us,02/10/2019 00:00,300,35.4736111,-81.2547222,965-lincolnton-changing,changing,Active
nantahala national forest (center of),What we saw was a patch of illumination that was somewhat rectangular and vertical in orientation.  It was approximately 30 degrees abo,us,02/10/2019 00:00,7200,35.21201,-83.421661,962-nantahala national forest (center of)-light,light,Pending
roland heights,I saw a moving white light from south to north directly above me.  It was as bright and large as the largest brightest star above me.,us,02/10/2019 00:00,20,0,0,963-roland heights-fireball,fireball,Active
goes (netherlands),Green/gray light,us,02/10/2019 00:00,180,0,0,960-goes (netherlands)-disk,disk,Pending
newark,WE WERE OUTSITE THE HOUSE ON A BIRTHDAY CELEBRATIONONE OF THE GUESS CALL OUR ATTENTION ON SHINE FLYING OBJECT UP IN THE SKY;I NEVER HA,us,02/10/2019 00:00,1200,40.7355556,-74.1727778,961-newark-disk,disk,Pending
grand rapids,90-degree turn by a meteor,us,02/10/2019 00:00,10,42.9633333,-85.6680556,958-grand rapids-flash,flash,Pending
acton,While driving westbound on I14 from Acton I saw green ball of light move across the sky from my upper left to my lower right view throu,us,02/10/2019 00:00,3,34.47,-118.1958333,959-acton-fireball,fireball,Pending
charlotte,When looking in the sky I saw a light moving very high up in the sky It wasnt blinking like an airplane and moving to slow to be met,us,02/10/2019 00:00,60,35.2269444,-80.8433333,956-charlotte-light,light,Active
cornelius,Thought we were seeing a satellite arcing approxiamatley E-W then object increased brightness apparent size then dimmed/brightened,us,02/10/2019 00:00,60,45.52,-123.0586111,957-cornelius-light,light,Pending
fort edward,Observed a silent object move across sky flying from a Northwest to Southeast path at about 1000 at a high rate of speed.,us,02/10/2019 00:00,15,0,0,954-fort edward-triangle,triangle,Active
kirkersville,A flying object with 3-5 lights inside a changing shape on a straight (west to east) trajectory.,us,02/10/2019 00:00,120,39.9594444,-82.5958333,955-kirkersville-changing,changing,Pending
paramus/teaneck,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,1500,40.909478,-74.036988,952-paramus/teaneck-Sleigh,Sleigh,Pending
boise,unknown objectpossible space junkilluminated the sky from east to west -- intensely blue in color.,us,02/10/2019 00:00,5,43.6136111,-116.2025,953-boise-teardrop,teardrop,Active
clifton,Bright white craft moved slowly and low to the horizon heading approx. south-southeast.,us,02/10/2019 00:00,900,40.8583333,-74.1641667,950-clifton-oval,oval,Active
new milford (bergen county),Going home SAt night-8:45-Saw glowing oval object in the sky through the trees.-5minutes- Near home- Stop in parking lot- it is gone Fr,us,02/10/2019 00:00,300,40.935,-74.0194444,951-new milford (bergen county)-oval,oval,Pending
spokane,Watched what looked like a shooting star kept getting bigger and faster.  Dropped for about 10 sec then came to a complete stop.  Hov,us,02/10/2019 00:00,15,47.6588889,-117.425,948-spokane-changing,changing,Active
spokane,Like a Meteor but it was larger slower brighter and more colorful.,us,02/10/2019 00:00,3,47.6588889,-117.425,949-spokane-other,other,Active
vernal,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,02/10/2019 00:00,360,40.4555556,-109.5280556,946-vernal-Sleigh,Sleigh,Active
spokane (30mi nnw of),Large round bright green light moving quickly across the sky.,us,02/10/2019 00:00,10,47.6588889,-117.425,947-spokane (30mi nnw of)-light,light,Active
spokane,I saw a bright floresnt green ball with a tail of greens and some yellow streak across the sky heading in a west.  It was flying horizo,us,02/10/2019 00:00,3,47.6588889,-117.425,945-spokane-fireball,fireball,Active
puyallup,Coming onto highway 518 I saw a light then noticed there were more very high up in the sky.  Made my husband pull over off the freewa,us,02/10/2019 00:00,300,47.1855556,-122.2916667,944-puyallup-light,light,Pending
pasadena,seen objects in sky thought it was a ballon at first then started making funny movements then disappeared then seen agian in differnt l,us,02/10/2019 00:00,2700,39.1072222,-76.5713889,943-pasadena-diamond,diamond,Closed
pollock pines,My friend and I were sitting outside on the patio of Crystal View Station when I noticed a light approximately 3500 ft in the air slowl,us,02/10/2019 00:00,1200,38.7613889,-120.5855556,942-pollock pines-light,light,Active
atlanta,I AM A TRUCK DRIVER I WAS HEADED 1-20 WEST BOUND.WHEN I NOTICED 3 VERY BRIGHT LIGHTS THEY WOULD DIM AND BRIGHTEN IN ORDER THEY SEEMED T,us,02/10/2019 00:00,480,33.7488889,-84.3880556,941-atlanta-light,light,Closed
brentwood,Brilliant Orange Fireball,us,02/10/2019 00:00,3,36.0330556,-86.7827778,940-brentwood-Sleigh,Sleigh,Closed
vacaville,Eastbound on I-80 through Vacaville object appeared to travel from west to east,us,02/10/2019 00:00,5,38.3566667,-121.9866667,939-vacaville-fireball,fireball,Closed
hemsby  norfolk (uk/england),2 lights just appeared and moved rapidly across the sky paralel to each other then seemed to close in on eachother then drift away. the,us,02/10/2019 00:00,8,52.695889,1.684487,938-hemsby  norfolk (uk/england)-light,light,Active
ann arbor/ypsilanti,Observed 3 objects flying in a tri-angular (or V) shaped pattern... I pulled my car over and got out of car to watch them pass...appear,us,02/10/2019 00:00,2700,42.280031,-83.74343,937-ann arbor/ypsilanti-other,other,Pending
okinawa (japan),sitting under the stars and suddenly 2 objects appeared as they split into two different directions at abnormal speed. There was an pla,us,02/10/2019 00:00,120,26.212401,127.680932,936-okinawa (japan)-egg,egg,Pending
manitowoc rapids,Bright Fireball,us,02/10/2019 00:00,60,44.0991667,-87.7008333,935-manitowoc rapids-fireball,fireball,Pending
new york city (staten island),Round bright silver object w/ belt wobbled across the sky,us,02/10/2019 00:00,60,40.7141667,-74.0063889,934-new york city (staten island)-sphere,sphere,Active
olympic national park (coast of pacific ocean),Swimming is surf.Two boys saw first.Yelled and pointed:WHAT IS THAT I saw it.Close over bank.Bright silver.Up FASTAngle.Tracked,us,02/10/2019 00:00,120,47.969068,-123.498251,933-olympic national park (coast of pacific ocean)-disk,disk,Active
reseda,star-like objects traveling east to west30 seconds aparthigh alt.high speed no tails or trails.,us,02/10/2019 00:00,1800,34.2011111,-118.5355556,932-reseda-sphere,sphere,Active
anaheim,brown rectangular object appeared very high no movement or sound,us,02/10/2019 00:00,300,33.8352778,-117.9136111,931-anaheim-rectangle,rectangle,Closed
ozark,Silver-Gray Disk Hovering Directly Over My Residence,us,02/10/2019 00:00,1800,37.0208333,-93.2058333,930-ozark-disk,disk,Active
two rivers/ shoto/ rockwood (just north of manitowoc),Heard Christmas bells and looked up to see such an amazing red sleigh with magic dust trailing.,us,02/10/2019 00:00,2,44.175319,-87.685422,929-two rivers/ shoto/ rockwood (just north of manitowoc)-Sleigh,Sleigh,Active
westport,A very bight light entering the atmosphere. Turned to level flight then it traveled at level flight to a point in the sky and stopped.,us,02/10/2019 00:00,90,46.8902778,-124.1027778,928-westport-light,light,Pending
tukwila (sea),I awaited darkness (approx.9:15pm...9:20pm) to check the reflectors outside my motorhome and was walking backward up my road (away fro,us,02/10/2019 00:00,1320,47.4741667,-122.2597222,925-tukwila (sea)-sphere,sphere,Pending
