Name,City,Comments,Country,Date Posted,Duration,Lat,Long,Shape,SS Status,Unique ID
119-canton-fireball,canton,While at work I was looking in the sky when I seen a Blueish/Green ball in the sky.It had a blueish/Green tail to itthe direction was,us,11/01/2018,120,42.30861,-83.48222,fireball,Pending,SS-8213
11-elk grove-fireball,elk grove,Greenish blue fireball streaking across horizon,us,11/01/2018,4,38.40889,-121.37056,fireball,Active,SS-8323
1200-rocklin (outside of sacramento)-Sleigh,rocklin (outside of sacramento),Heard loud whishing sound (10-15 sec) It circled the house and left. Was loud enough to wake 3 people up. Daughter went outside to inve,us,11/02/2019,15,38.79083,-121.23472,Sleigh,Active,SS-7161
1201-florien/hornbeck (between hwy 191)-teardrop,florien/hornbeck (between hwy 191),Craft appeared polished aluminum color nose down attitude flat bottom slightly domed on top hovering no noise heard no movement s,us,11/02/2019,60,31.32574,-93.39850,teardrop,Pending,SS-7158
12026-gb-other,london (uk/england),Brillently lite Trident shaped object hung in the sky,gb,03/09/2004,5400,51.51412,-0.09369,other,Active,SS-8500
12027-gb-changing,luton (uk/england),i seen two objects in the sky,gb,03/09/2004,1200,51.88333,-0.41667,changing,Closed,SS-8503
1202-erie-cylinder,erie,Someone pointed out an object in the western sky facing the Rocky mtns that appeared to be not moving.  Couldnt tell what it was.,us,11/02/2019,300,40.05028,-105.04944,cylinder,Closed,SS-7159
1203-hayward-cylinder,hayward,Rectangular gray object glided silently across the night sky and disappeared behind a cloud,us,11/02/2019,30,37.66889,-122.07972,cylinder,Active,SS-7156
12044-gb-circle,colwyn bay (town) (uk/wales),object  seen over wales englandin the 1970`s,gb,03/09/2004,10,53.30000,-3.75000,circle,Active,SS-8498
1204-hayward-disk,hayward,Vertical column w/3 lights in linear design moved silently across sky. It disappeared behind thin fog/cloud and never reappeared.,us,11/02/2019,60,37.66889,-122.07972,disk,Pending,SS-7157
1205-norwood-triangle,norwood,Three dots forming a triangle Bright gold and glowing white. Moved up and down and sidewaysslowly.Stopped and hovered then disappeare,us,11/02/2019,900,39.89167,-75.30000,triangle,Active,SS-7154
1206-hollister-Sleigh,hollister,Man calls to relay sighting of very large white light in sky.  Obj. developed tail like comet.  Other observers.  Called police.,us,11/02/2019,60,36.85250,-121.40056,Sleigh,Closed,SS-7155
1207-mesa-light,mesa,looked up to see light appear out of nowhere: as if it saw me it sped up; shot into NOTHING  It was head WSW but it disappeared too,us,11/02/2019,5,33.42222,-111.82194,light,Closed,SS-7152
1208-iowa city-sphere,iowa city,round white ball beyond treetops straight north moving ENE fluctuating,us,11/02/2019,180,41.66111,-91.53000,sphere,Pending,SS-7153
1209-baldwin-light,baldwin,I am a former pilot and current skydiving student.  I was near a small private airport in Baldwin WI watching several loads of jumpers,us,11/02/2019,7200,44.96667,-92.37417,light,Active,SS-7150
120-wayzata-fireball,wayzata,Boating on Lake Minnetonka in MN on warm summer night skies clear fireball appeared travelling from East to West at about 60 degrees,us,11/01/2018,6,44.97417,-93.50639,fireball,Active,SS-8219
1210-gardena (los angeles county)-Sleigh,gardena (los angeles county),The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/02/2019,420,33.88833,-118.30806,Sleigh,Pending,SS-7151
1211-brunswick county-Sleigh,brunswick county,Sheriffs office calls to rept. that deputy 20 mi. SSE of Wilmington  is looking at peculiar bright white strobing light.,us,11/02/2019,1800,0.00000,0.00000,Sleigh,Pending,SS-7149
1212-laurel-Sleigh,laurel,Man entering Hwy. I-95 sees 2 round objs. hovering motionless in clear sky.  Color of pencil lead w/ copper.  Objs. STREAK in 1 sec.,us,11/02/2019,25,39.09917,-76.84861,Sleigh,Active,SS-7148
1213-florence-changing,florence,saw a shiney object moving from west to east and i was looking north.it had no sound.,us,11/02/2019,60,32.15333,-90.13111,changing,Active,SS-7147
1214-corinne-disk,corinne,A bright white disk-shaped object flew in veiw.,us,11/02/2019,15,41.55111,-112.10944,disk,Closed,SS-7146
12152-gb-cross,london (uk/england),wavering and no sound,gb,04/09/2004,90,51.51412,-0.09369,cross,Closed,SS-8501
1215-huntington beach-Sleigh,huntington beach,The sky was clear. I was on my porch smoking and I noticed three egg shaped lights in the sleigh of a triangle flying very fast...,us,11/02/2019,30,33.66028,-117.99833,Sleigh,Pending,SS-7145
1216-bullhead city-light,bullhead city,I was out with my dogs and watched a red light object moving slowly from so. to so. west and stopping and moving very slow.   It remain,us,11/02/2019,1200,35.14778,-114.56750,light,Pending,SS-7144
1217-reseda-sphere,reseda,What looked like a star appeared to be flashing multi-colors and oscillating.,us,11/02/2019,7200,34.20111,-118.53556,sphere,Closed,SS-7143
1218-costa mesa-light,costa mesa,Object was fairly still however would make unusually sharp moves on occasions.,us,11/02/2019,3600,33.64111,-117.91778,light,Active,SS-7142
1219-carthage-triangle,carthage,I was traveling west on Hwy 79 and there was a super-bright star in the sky with a light going up the back and two red lights on the si,us,11/02/2019,7200,32.15722,-94.33722,triangle,Pending,SS-7140
121-trabuco-light,trabuco,It was approx. 10:30 PM when my mother did her usual routine of walking the dogs before going to bed.  She lives in a rural area within,us,11/01/2018,1800,36.38321,-6.21545,light,Pending,SS-8217
1220-cookstown-cylinder,cookstown,the object was moving very slow  flashing  red and green lights  other  aircraft were moving going  on there normal route  i looked at,us,11/02/2019,1800,40.04889,-74.56278,cylinder,Pending,SS-7141
12216-gb-cigar,rubery (uk/england),A long black shape which appeared to be changing shape as it drifted high in the direction of a slight breeze.,gb,09/09/2004,1800,52.40000,-2.01667,cigar,Active,SS-8496
1221-concord (near)-other,concord (near),Objects travelling westward bright lights revovling.,us,11/02/2019,120,35.40861,-80.57972,other,Closed,SS-7137
1222-oshkosh-cylinder,oshkosh,On my way to work I was traveling south on highway 41 between Oshkosh and Fond Du Lac Wi. I was watching a plane high in the air spray,us,11/02/2019,7,44.02472,-88.54250,cylinder,Active,SS-7139
12231-gb-triangle,west lancashire (uk/england),Witnessed a red metallic triangle cross the sky over OrmskirkWest LancashireUK.Estimated time 17.10pm.I was outside in the ba,gb,09/09/2004,20,53.88900,-2.63378,triangle,Active,SS-8499
1223-charlotte-light,charlotte,Approx. 6-8 jets in sky. @ bright shining objects like small stars standing still. As one jet moved toward them one moved away at a mu,us,11/02/2019,600,35.22694,-80.84333,light,Active,SS-7135
12246-gb-Sleigh,whitehaven (uk/england),My reason for entering this site is to ask rather than state that i have seen a Sleigh ((Sleigh Note:  Possible bird in flight.  PD)),gb,09/09/2004,0,54.55000,-3.60000,Sleigh,Pending,SS-8494
1224-moravia-flash,moravia,Approximately 20 lights that sometimes flashed red and white were moving  through the sky.  They did not appear to be flying toward a c,us,11/02/2019,5400,42.71250,-76.42194,flash,Active,SS-7138
1225-tacoma-triangle,tacoma,I saw a huge triangular object traveling at a high rate of speed while I was on my way to my evening shift at work,us,11/02/2019,15,47.25306,-122.44306,triangle,Closed,SS-7133
1226-gb-oval,newport (uk/england),oval lit up brigthly with flashing lights at the bottom.,gb,11/02/2019,1295,52.01667,-4.83333,oval,Active,SS-8785
1227-lombard-disk,lombard,It was so huge it took my breath away. At first I thought it was the moon until I opend my sun roof and saw the moon above me. I follow,us,11/02/2019,0,41.88000,-88.00778,disk,Active,SS-7136
12289-gb-Sleigh,yeovil (somerset) (uk/england),A loud sound that slowly moved from North to South like slowing  aircraft engines then oscillating,gb,09/09/2004,1200,50.95000,-2.63333,Sleigh,Active,SS-8497
1228-petal-triangle,petal,Object was seen heading north just east of Petal Ms at appox 1500ft It was the size of a DC-10...It hovered  and moved slowly to the,us,11/02/2019,180,31.34639,-89.26000,triangle,Active,SS-7131
1229-laurel-oval,laurel,bright object moving slowly across sky .Too bright to be airplane and no red or green wing lights,us,11/02/2019,180,31.69389,-89.13056,oval,Active,SS-7134
122-georgetown-changing,georgetown,Appeared to be space-plane re-entering atmosphere.  Eventually flew directly overhead without ever making a sound.  First appeared to b,us,11/01/2018,120,30.63250,-97.67694,changing,Active,SS-8211
12309-gb-Sleigh,london (uk/england),Fast moving objects flying in sleigh with no sound,gb,09/09/2004,10,51.51412,-0.09369,Sleigh,Active,SS-8495
1230-prince of wales island-Sleigh,prince of wales island,Man rpts very large circular obj passing slowly across N sky from W to E to horizon.  Dia. of full moon  Burning material ejected.,us,11/02/2019,120,55.77943,-132.81800,Sleigh,Closed,SS-7129
1231-siletz-Sleigh,siletz,Woman &amp; 3 witnesses rpt stat. obj flashing white green red lights.  Zigzags dramatically. (Reptd. 02NO95 obj. not visible in sky.),us,11/02/2019,900,44.72194,-123.91889,Sleigh,Pending,SS-7132
1232-kansas city  (over the metro area)-Sleigh,kansas city  (over the metro area),The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/02/2019,900,39.09972,-94.57833,Sleigh,Pending,SS-7127
1233-knoxville-Sleigh,knoxville,Unusual lights in sky moving and fading out.,us,11/02/2019,40,35.96056,-83.92083,Sleigh,Active,SS-7130
1234-greenwood-Sleigh,greenwood,Man &amp; wife see very bright obj do loop then see 3 more objs.  Got other witnesses saw 11 objs Seemed to shoot at each other.,us,11/02/2019,10800,38.89667,-120.91167,Sleigh,Active,SS-7126
12354-gb-cone,ticknall (near derby) (uk/england),Cone shaped object with lights appearing to hover in the distance,gb,11/09/2004,40,52.80000,-1.48333,cone,Closed,SS-8491
1235-auburn-Sleigh,auburn,Woman repts. a white round meteor viewed from Rte. 64.  Viewed to north approx. 25 deg. above horizon.,us,11/02/2019,2,47.30750,-122.22722,Sleigh,Active,SS-7128
1236-canfield-light,canfield,White light east southeast of here seems to be flashing red and blue,us,11/02/2019,0,41.02500,-80.76111,light,Pending,SS-7124
12376-gb-sphere,marlborough (uk/england),I was approaching the village on foot and noticed a bright orange ball it appeared stationary.,gb,11/09/2004,180,51.41667,-1.71667,sphere,Active,SS-8493
1238-cedar rapids-teardrop,cedar rapids,I was driving home after work when I was a teardrop silvery and shiny object (and it was obvious that it was chrome colored) passed ac,us,11/02/2019,40,42.00833,-91.64389,teardrop,Active,SS-7122
1239-little rock-Sleigh,little rock,I saw an object in the sky above Little Rock. It first appeared to be an airplane without any discernable features or a shiny balloon.,us,11/02/2019,240,34.74639,-92.28944,Sleigh,Pending,SS-7125
123-mandan-disk,mandan,I viewed an object that looked like a star initially but when viewed standing still it moved slightly. It looked like lights were flash,us,11/01/2018,1800,46.82667,-100.88917,disk,Pending,SS-8216
1240-ellisville-Sleigh,ellisville,Woman repts. 4 lights then 6 lights look like bright street lights in the sky.  Criss-crossing dancing motion. (Adv. lights?),us,11/02/2019,1800,38.59250,-90.58694,Sleigh,Pending,SS-7120
1241-kodak-Sleigh,kodak,Man &amp; wife witness very bizarre obj. moving erratically in sky.  It looked like an airplane but it wasnt (one.)  1 blinking light.,us,11/02/2019,60,35.97444,-83.62694,Sleigh,Closed,SS-7123
1242-ocean city-light,ocean city,my wife and i saw 3 lighted objects in the sky. the objects initially were a continuous bright light and then a pulsating soft light.,us,11/02/2019,300,38.33639,-75.08528,light,Active,SS-7118
1243-seattle-Sleigh,seattle,Woman rpts peculiar bright obj. in NW sky 45 deg. above horizon.  (Reported 02NO95 obj. was not present on subsequent nights.),us,11/02/2019,1800,47.60639,-122.33083,Sleigh,Active,SS-7121
1244-kokomo-Sleigh,kokomo,Young couple in car see 3x lights approaching slowly in air. White on  sides flashing red in middle.  High-pitch hum. Big; solid.,us,11/02/2019,0,40.48639,-86.13361,Sleigh,Pending,SS-7116
12455-gb-circle,shrewsbury (uk/england),A round white object flew diagonally behind a cloud.,gb,11/09/2004,30,52.71667,-2.73333,circle,Pending,SS-8489
1245-darwen lancashire (uk/england)-Sleigh,darwen lancashire (uk/england),The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/02/2019,1200,53.82958,-2.59712,Sleigh,Pending,SS-7119
1246-woodbridge-oval,woodbridge,3 ooval objects came from about 75 degrees at high speed and turned West at steady speed.Object were engulphed in red and orange like f,us,11/02/2019,600,38.65806,-77.25000,oval,Pending,SS-7114
1247-san diego-Sleigh,san diego,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/02/2019,10,32.71528,-117.15639,Sleigh,Active,SS-7112
1248-smithville-Sleigh,smithville,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/02/2019,25,30.00833,-97.15917,Sleigh,Active,SS-7117
1249-tacoma-light,tacoma,Woman sees extremely bright fuschia-pink ball of light settle into neighbors field  Light reflected off truck; dog stared at it.,us,11/02/2019,120,47.25306,-122.44306,light,Pending,SS-7115
124-canby-Sleigh,canby,About 4 weeks apart my husband and I discovered round marks on our bodies after waking. No known cause is discernable. His has disappe,us,11/01/2018,0,45.26306,-122.69139,Sleigh,Pending,SS-8214
1250-tacoma-Sleigh,tacoma,Man sitting in hot tub sees satellite in E sky.  Obj. suddenly accelerated dramatically made zigzag turns departed very fast.,us,11/02/2019,4,47.25306,-122.44306,Sleigh,Active,SS-7113
1251-west hartford-Sleigh,west hartford,Passenger in car noticed haze that appeared to be divided into 3 sections w/ bright light in center.  Changed shape became disc.,us,11/02/2019,20,41.76361,-72.68556,Sleigh,Active,SS-7110
1252-boerne-Sleigh,boerne,Sec. officer at hospital  sees very bright blue light.  Silhouetted by cloud appears as coffee table w/ shirt box on top. Erratic.,us,11/02/2019,30,29.79444,-98.73167,Sleigh,Pending,SS-7111
12533-gb-cigar,basingstoke (uk/england),Dark with 3 or 4 flashing bands around it. Quite far away but clear. About the size of a jumbo jet making a faint humming noise. Left,gb,05/10/2004,60,51.26667,-1.08333,cigar,Pending,SS-8492
1253-san diego  (spring valley) (20 mi. e of sd airport)-fireball,san diego  (spring valley) (20 mi. e of sd airport),Wife driving in car sited orange fireball size of thumb at arms length. moving from west to east movig 1/3 of sky in 45 sec.length of t,us,11/02/2019,45,32.71528,-117.15639,fireball,Pending,SS-7109
12545-gb-other,wolverhampton (uk/england),intelligently controlled starcraft witnessed.,gb,08/11/2004,1200,52.58333,-2.13333,other,Active,SS-8487
12549-gb-Sleigh,london (uk/england),i was visiting my grandmas on on new years in 2002 we were playing cards in the living room and becouse of the smoke i left the room,gb,08/11/2004,300,51.51412,-0.09369,Sleigh,Pending,SS-8490
1254-clinton (southern end of whidbey island)-Sleigh,clinton (southern end of whidbey island),Object viewed (at night) multi-colored lights(very bright strobe-like),us,11/02/2019,1800,47.97861,-122.35444,Sleigh,Closed,SS-7108
12553-gb-other,london (uk/england),Indefinate shaped craft changing colour from blue to red.,gb,08/11/2004,900,51.51412,-0.09369,other,Pending,SS-8485
1255-imperial beach-fireball,imperial beach,A ROUND CIRCULAR SHAPE OBJECT LARGER THAN A AIRPLANE HOVERED OVER A RESIDENTIAL AREA FOR ABOUT 5MINUTES.BRIGHT RED LIGHT ILLUMINATED TH,us,11/02/2019,300,32.58389,-117.11222,fireball,Closed,SS-7107
1256-billings-Sleigh,billings,weather conditons were winds gusting 40/45 mph when all power went off in area we stepped outside and immediatly nsaw 8/10 large red l,us,11/02/2019,15,45.78333,-108.50000,Sleigh,Closed,SS-7106
1257-orland park/palos park-Sleigh,orland park/palos park,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/02/2019,0,41.66889,-87.82028,Sleigh,Closed,SS-7104
1258-marthas vinyard-Sleigh,marthas vinyard,I want to refresh Peter Davenports memory about my former unpublished report of Sept.l2th or l3th of this year and his return EMAIL.,us,11/02/2019,0,41.43643,-70.60767,Sleigh,Active,SS-7105
1259-volinda-Sleigh,volinda,Woman &amp; 4 neighbors witness bright red light moving slightly across the sky.,us,11/02/2019,0,34.04529,-117.94368,Sleigh,Pending,SS-7102
125-san marcos-oval,san marcos,Friend and I were driving down the highway...moderate traffic. I noticed the aircraft first it was hoovering over the freeway about 30,us,11/01/2018,600,33.14333,-117.16528,oval,Active,SS-8209
1260-seattle-Sleigh,seattle,Woman calls to report a Sleigh in southern sky.  Flashing red blue green lights; stationary.  (Possible star?),us,11/02/2019,0,47.60639,-122.33083,Sleigh,Active,SS-7103
1261-north las vegas-Sleigh,north las vegas,Young woman goes outside see group of teenage girls looking as sky.  Large cigar-ship w/ bright lights hovering in sky.  Other rpts.,us,11/02/2019,0,36.19889,-115.11667,Sleigh,Pending,SS-7100
1262-puyallup-Sleigh,puyallup,Man witnesses small whitish blue-green ball pass overhead flying to east.,us,11/02/2019,900,47.18556,-122.29167,Sleigh,Active,SS-7101
12635-gb-fireball,manchester (uk/england),STAR LIKE OBJECT MOVING AT SPEEDFOLLOWED BY ANOTHER IN A HALF CIRCLE FLASH.,gb,08/11/2004,300,53.50000,-2.21667,fireball,Pending,SS-8488
1263-west valley city-Sleigh,west valley city,Young woman &amp; boyfriend witness a black obj...a round black disc w/ a dome move slowly overhead.  Suddenly disappeared.,us,11/02/2019,0,40.69161,-112.00105,Sleigh,Active,SS-7098
12640-gb-rectangle,glasgow (uk/scotland),Very large white rectunglar shaped object.,gb,08/11/2004,60,55.83333,-4.25000,rectangle,Active,SS-8483
1264-muskegon-Sleigh,muskegon,Man reports peculiar lights circling his residence.  (Probable advertising lights.),us,11/02/2019,0,43.23417,-86.24833,Sleigh,Active,SS-7099
1265-wolf lake-Sleigh,wolf lake,Woman repts. 4 to 6 Sleighs going in circle coming together near her house.  Was alarmed by sighting.  (Prob. advertising lights.),us,11/02/2019,0,44.00667,-85.83750,Sleigh,Pending,SS-7096
12667-gb-cylinder,bristol (uk/england),glowing object in clear blue sky,gb,08/11/2004,600,51.45000,-2.58333,cylinder,Active,SS-8486
1266-phoenix-Sleigh,phoenix,Young man in back of p/u truck witnesses flaming red/orange obj. to W near Luke AFB.  Flares dims rises vert. winks out.,us,11/02/2019,0,33.44833,-112.07333,Sleigh,Closed,SS-7097
1267-iowa city-Sleigh,iowa city,Man repts. witnessing flash followed by a classic Sleigh w/ a tailfin at back. Red color on top half of tailfin. Became triangular.,us,11/02/2019,0,41.66111,-91.53000,Sleigh,Active,SS-7094
1268-leesburg-other,leesburg,Craft appears faintly at first then drifted downward brightened and hovered at tree top level red in color then vanished.,us,11/02/2019,60,28.81056,-81.87806,other,Active,SS-7095
1269-riverside-Sleigh,riverside,Man sees seven very bright golden lights descend from sky hover and move strangely. Quickly  streaks to W.,us,11/02/2019,30,33.95333,-117.39528,Sleigh,Pending,SS-7091
126-fair lawn-oval,fair lawn,I spotted 2 Unidentified Flying Objects that night. It all started when my siter my dad and I went out to watch the meteor shower. My,us,11/01/2018,600,40.94028,-74.13222,oval,Pending,SS-8212
1270-san lorenzo (puerto rico)-Sleigh,san lorenzo (puerto rico),I was with my parent inside our car when suddenly we saw a 7 lights in sleigh on top of a mountain and then a we heard a big explosi,us,11/02/2019,60,18.19139,-65.96139,Sleigh,Pending,SS-7093
1271-beaverton-Sleigh,beaverton,Family returns from restaurant and notice emerald green beam of light going horizontally over their home. Beam ended abruptly.,us,11/02/2019,2400,45.48722,-122.80250,Sleigh,Active,SS-7090
12729-gb-Sleigh,hampshire (uk/england),I was outside feeding goats when I looked up and saw a quite long thin white object passing slowly overhead.,gb,08/11/2004,60,51.08333,-1.16667,Sleigh,Active,SS-8481
1272-eilmsport-Sleigh,eilmsport,PA Emer. Man. Agency relays report from citizen regarding Sleigh sighting.  (Established 19NO95 they were advertising lights.),us,11/02/2019,0,41.12786,-77.02052,Sleigh,Active,SS-7092
1273-auburn-Sleigh,auburn,Man experienced 15 sec. power outage in Enumclaw then witnesses major blue then green flash south of Auburn. 50 deg. of sky.,us,11/02/2019,10,47.30750,-122.22722,Sleigh,Active,SS-7088
12741-gb-oval,manchester (uk/england),Oval  silver shaped object darts left to right and vanishes,gb,08/11/2004,300,53.50000,-2.21667,oval,Pending,SS-8484
12744-gb-Sleigh,oxford (uk/england),2 unidentified lights,gb,08/11/2004,2400,51.75000,-1.25000,Sleigh,Active,SS-8479
1274-eugene-Sleigh,eugene,Three adults hear a strange noise see a strange star to W.  Obj. does gyrations then streaks N.  10 min. later they see 3 more.,us,11/02/2019,600,44.05222,-123.08556,Sleigh,Pending,SS-7089
1275-rock island-light,rock island,Man on Hwy 28 sees extremely bright obj. shoot across windshield blow up into many fragments when it entered cloud of fog.,us,11/02/2019,20,47.37722,-120.14278,light,Active,SS-7086
1276-solvang-Sleigh,solvang,Two young women driving to party encounter a large cylindrical-shaped obj. w/ a lot of lights on it. Drifted slowly streaked.,us,11/02/2019,600,34.59583,-120.13667,Sleigh,Closed,SS-7087
1277-kirkland-Sleigh,kirkland,Woman on cruise boat sees large obj. w/ 8-10 strange red lights passes overhead N to S dips rises vert. out of sight No sound.,us,11/02/2019,10,47.68167,-122.20750,Sleigh,Active,SS-7084
1278-bothell-Sleigh,bothell,Exp. Sleigh investigator MSleighN member witnesses very bright bluish/white flash of light that lit living room.  Descended rapidly.,us,11/02/2019,2,47.76250,-122.20417,Sleigh,Pending,SS-7085
12799-gb-light,peterborough (uk/england),yellow light that hovered and the flew straight the upwards,gb,02/12/2004,12,52.58333,-0.25000,light,Pending,SS-8482
1279-seatac-Sleigh,seatac,Airline empl. reports seeing Hughes-type helicopter near SeaTac Airport.  300-500 (est.) alt.. Unusual location.,us,11/02/2019,0,47.45389,-122.32056,Sleigh,Active,SS-7082
127-bothell-Sleigh,bothell,It looked like the sleigh on the USS Enterprise from Star Trek.  It had two disks one on top of the other.  Also it had a flashing wh,us,11/01/2018,1800,47.76250,-122.20417,Sleigh,Closed,SS-8207
1280-manson-Sleigh,manson,Man repts. 2 guys in scuba divers suits w/ wrap-around glasses in his apt..  Photographed man w/ flashlights.  Through wall,us,11/02/2019,0,47.88500,-120.15722,Sleigh,Active,SS-7083
1281-sedro woolley-Sleigh,sedro woolley,Husband &amp; wife see peculiar colorful stationary obj. to E over Alger Mtn..  (Possible star??),us,11/02/2019,1800,48.50389,-122.23611,Sleigh,Pending,SS-7080
1282-san diego-egg,san diego,Noticed illuminated egg-shaped object with strobe lights travel from N to S/SW. No engine noise and travelled slowly. Object emitted pa,us,11/02/2019,600,32.71528,-117.15639,egg,Active,SS-7081
1283-las vegas-Sleigh,las vegas,Woman repts. two stationary colorful lights to W &amp; NW of her position.  (Description not inconsistent w/ twinkling stars.),us,11/02/2019,2700,36.17500,-115.13639,Sleigh,Pending,SS-7079
1284-birmingham-Sleigh,birmingham,Man standing outside sees what looks like shooting star. Obj. split into 3 lights like isosceles triangle shot across sky to SE,us,11/02/2019,2,33.52056,-86.80250,Sleigh,Closed,SS-7078
1285-lake oswego-Sleigh,lake oswego,Woman repts. three peculiar green beams of light overhead.  (MSleighN investigator reptd. was probably laser-based adv. light.),us,11/02/2019,720,45.42083,-122.66944,Sleigh,Active,SS-7077
1286-american canyon-Sleigh,american canyon,Woman and daughter witness w/ binoculars 2 strange lights in sky.  Flashing white red green.  (Not inconsistent w/ twinkling star.),us,11/02/2019,1800,38.17500,-122.25972,Sleigh,Pending,SS-7076
12876-gb-light,egham (uk/england),light in the sky with peculiar movements,gb,02/12/2004,300,51.41667,-0.56667,light,Active,SS-8477
12878-gb-diamond,london (uk/england),A TINY BRIGHT OBJECT THAT MOVED ACROSS THE SKY THEN STOPPED COMPLETELY.,gb,02/12/2004,2100,51.51412,-0.09369,diamond,Pending,SS-8480
1287-midway-Sleigh,midway,Mother notices aircraft over Midway River suddenly engine noise seem to slow.  She &amp; kids see 2 mushroom shaped craft.,us,11/02/2019,120,31.80556,-81.43083,Sleigh,Active,SS-7074
12881-gb-light,bristol (uk/england),strange light above woods,gb,02/12/2004,7200,51.45000,-2.58333,light,Active,SS-8475
1288-salem-Sleigh,salem,4 individuals witness distinctly red light above clouds.  Changes to white back to red then disappears.  Video footage taken.,us,11/02/2019,180,44.94306,-123.03389,Sleigh,Active,SS-7075
1289-mountain city-Sleigh,mountain city,Computer engin. repts. seeing triangular ships over TN almost nightly.  Repts. overhearing radio commo. of  F-15  firing on Sleigh.,us,11/02/2019,1200,36.47444,-81.80500,Sleigh,Pending,SS-7072
128-plainview-light,plainview,we saw a sphere of light move steadily across the sky. Then it zig-zagged. It changed from whit to faint blue and flashed. It then ping,us,11/01/2018,120,40.77639,-73.46778,light,Active,SS-8210
1290-green co.-Sleigh,green co.,FAA empl. relays facts of written rept.  Man and woman encounter 3 bizarre ships that hovered over them on Hwy. 70.,us,11/02/2019,7200,35.82966,-85.72962,Sleigh,Closed,SS-7073
1291-blossburg-Sleigh,blossburg,Sen.mil.(ret.) sees large rnd bright ball of orange light aheadin sleigh w/ comm. a/c pass overhead NOT meteor.Exclnt rept.,us,11/02/2019,30,41.67944,-77.06417,Sleigh,Pending,SS-7070
1292-bandy-Sleigh,bandy,Young man sees very prominant white light streak from E to W in southern sky.  BRIGHT white light and VERY fast.  Short trail.,us,11/02/2019,4,0.00000,0.00000,Sleigh,Active,SS-7071
1293-riverside-Sleigh,riverside,Woman &amp; daughter see V-shaped obj. w/ red/blue/green lights streak across sky stop dead hover.  Many neighbors witness object.,us,11/02/2019,1800,40.03222,-74.95778,Sleigh,Closed,SS-7068
1294-lake city-Sleigh,lake city,Young man sees disc-shaped obj. w/ double dome--top and bottom w/ red light around middle do wild gyrations in N sky.  Streaked.,us,11/02/2019,45,47.71778,-122.28250,Sleigh,Active,SS-7069
12951-gb-cigar,hamilton (uk/scotland),hovering lightssilent making cloud,gb,09/02/2005,120,55.76667,-4.03333,cigar,Active,SS-8478
1295-frostburg-Sleigh,frostburg,Man (anonymous) repts. that his brother had seen a strange light streak from N to S.  Scared the daylights out of him.  (No facts.),us,11/02/2019,0,39.65806,-78.92861,Sleigh,Pending,SS-7066
12961-gb-Sleigh,york (uk/england),Fast travelling in sleigh rapid change of trajectory.,gb,09/02/2005,300,53.95412,-1.06426,Sleigh,Pending,SS-8473
1296-new york city-Sleigh,new york city,News media rept. Pakistani &amp; TWA airliners departing JFKennedy airport witness very bizarre fast obj. in their proximity.,us,11/02/2019,0,40.71417,-74.00639,Sleigh,Active,SS-7067
12970-gb-Sleigh,northampton (uk/england),WINTER  97/98 BRIGHT LIGHT TRAVELLING AT HIGH SPEED IN DIFFERENT DIRECTIONS TOWARDS THE EAST LASTED ABOUT 5 SECONDS.,gb,09/02/2005,5,52.25000,-0.88333,Sleigh,Pending,SS-8476
12973-gb-circle,london (uk/england),Me and a friend saw a sphere with a blue light hovering a jet then followed it and chased it away. I heard modem connection sounds,gb,09/02/2005,180,51.51412,-0.09369,circle,Closed,SS-8474
1297-odessa-Sleigh,odessa,Husband &amp; wife witness a large ball of light w/ a long green trail streak across sky.  Very dramatic sighting.,us,11/02/2019,30,42.33667,-76.78889,Sleigh,Active,SS-7064
12982-gb-triangle,essex (uk/england),I was being driven home by my ex-boyfriend around about 3am in the morning its November 1993 I was 17 years old then. I live in the,gb,09/02/2005,180,51.83333,0.58333,triangle,Active,SS-8471
1298-reading-Sleigh,reading,Man sees VERY BRIGHT orange/red distinctly round fireball STREAK across sky parallel to horiz. Long tail Not meteor he thought.,us,11/02/2019,5,40.33556,-75.92722,Sleigh,Pending,SS-7065
12992-gb-other,birmingham (uk/england),a huge roaring sound of some kind of animal sounding much bigger than a lion ..,gb,09/02/2005,300,52.46667,-1.91667,other,Closed,SS-8472
12996-gb-triangle,gravesend (uk/england),the three lights moved horizontal 1/4- 1/2 mile then shot up at great speed at 45 % stiil horizontal,gb,09/02/2005,20,51.43333,0.36667,triangle,Pending,SS-8469
1299-frostburg-Sleigh,frostburg,Man sees a bright yellow round ball of light w/ green tail stretching from hor. to hor. go slowly from NE to SE in W sky. Clear sky.,us,11/02/2019,5,39.65806,-78.92861,Sleigh,Closed,SS-7062
129-the dalles-fireball,the dalles,I was laying in my bed looking through the window which faces to the west. When suddenly a bright orange ball of fire appeared. I watch,us,11/01/2018,90,45.59472,-121.17750,fireball,Active,SS-8205
