Unique ID,Complaint Description,Category,Date logged,Area Code,Ward,Country,Origin,Stage,Sub Status,Closed Successfully,Satisfaction,Within SLA,Closed date
492,The equipment in the childrens playground is badly neglected. My son hurt his knoww and we are worried.,Children & Education,01/07/2019,B26 3JY ,Sheldon,UK,Phone,Ombudsman,In Progress,FALSE,3,TRUE,01/08/2019
888,The fence around the childrens playground needs some paint.,Children & Education,01/12/2019,B1 2PW,Birminham City Center,UK,Letter,Ombudsman,Complaint Rejected,TRUE,2,TRUE,01/01/2020
360,The playground near to the traffic circle is covered in litter.,Children & Education,01/12/2019,B28 0SX ,Hall Green,UK,Social,Ombudsman,Decision Pending,FALSE,10,TRUE,01/01/2020
756,The local childrens playground had broken equipment and is unsafe.,Children & Education,01/12/2019,B17 9NR ,Harborne,UK,Web,Ombudsman,Closed,FALSE,1,FALSE,01/01/2020
30,The playground across the street from me is overgrown and attracting some very shady characters.,Children & Education,01/06/2019,B15 3RE,Edgbaston,UK,Phone,Stage 2,In Progress,FALSE,10,TRUE,02/07/2019
426,The childrens playground has got rusting equipment that needs to be services,Children & Education,01/06/2019,B28 0SZ ,Hall Green,UK,Phone,Stage 2,Complaint Rejected,TRUE,3,TRUE,02/07/2019
822,The equipment in the childrens playground is badly neglected. My son hurt his knoww and we are worried.,Children & Education,01/06/2019,B44 0RP,Birminham City Center,UK,Phone,Stage 2,Decision Pending,FALSE,3,TRUE,02/07/2019
294,The fence around the childrens playground needs some paint.,Children & Education,01/06/2019,B28 0TB ,Hall Green,UK,Chat,Stage 2,Closed,TRUE,7,TRUE,02/07/2019
690,The playground near to the traffic circle is covered in litter.,Children & Education,01/06/2019,B17 9NS ,Harborne,UK,Social,Stage 2,Decision Pending,FALSE,10,TRUE,02/07/2019
162,The local childrens playground had broken equipment and is unsafe.,Children & Education,01/06/2019,B15 2QL ,Edgbaston,UK,Phone,Stage 2,Acknowledged,FALSE,7,TRUE,02/07/2019
558,The playground across the street from me is overgrown and attracting some very shady characters.,Children & Education,01/06/2019,B26 3LA ,Sheldon,UK,Letter,Stage 2,Complaint Upheld,FALSE,6,TRUE,02/07/2019
954,The childrens playground has got rusting equipment that needs to be services,Children & Education,01/06/2019,B32 3PW,Birminham City Center,UK,Phone,Stage 2,In Progress,FALSE,7,TRUE,02/07/2019
327,The equipment in the childrens playground is badly neglected. My son hurt his knoww and we are worried.,Children & Education,01/03/2019,B28 0TE ,Hall Green,UK,Phone,Stage 3,Complaint Upheld,FALSE,4,TRUE,01/04/2019
723,The fence around the childrens playground needs some paint.,Children & Education,01/03/2019,B17 9NT ,Harborne,UK,Letter,Stage 3,In Progress,FALSE,5,TRUE,01/04/2019
195,The playground near to the traffic circle is covered in litter.,Children & Education,01/03/2019,B15 2QN,Edgbaston,UK,Social,Stage 3,Complaint Rejected,TRUE,2,TRUE,01/04/2019
591,The local childrens playground had broken equipment and is unsafe.,Children & Education,01/03/2019,B26 3LE,Sheldon,UK,Web,Stage 3,Decision Pending,FALSE,1,TRUE,01/04/2019
987,The playground across the street from me is overgrown and attracting some very shady characters.,Children & Education,01/03/2019,B32 3PB ,Birminham City Center,UK,Phone,Stage 3,Closed,TRUE,4,TRUE,01/04/2019
63,The childrens playground has got rusting equipment that needs to be services,Children & Education,01/03/2019,B28 0TF ,Hall Green,UK,Letter,Stage 3,Closed,TRUE,5,TRUE,01/04/2019
459,The equipment in the childrens playground is badly neglected. My son hurt his knoww and we are worried.,Children & Education,01/03/2019,B17 9PN ,Harborne,UK,Chat,Stage 3,Decision Pending,FALSE,8,TRUE,01/04/2019
855,The fence around the childrens playground needs some paint.,Children & Education,01/03/2019,B16 8JE ,Edgbaston,UK,Social,Stage 3,Acknowledged,FALSE,8,TRUE,01/04/2019
50,Mrs Migins is really struggling next door and requires a carer as there is no one attending to her needs.,Adult Care Services,01/07/2019,B28 0TG,Hall Green,UK,Social,Stage 2,Acknowledged,FALSE,1,FALSE,01/08/2019
446,Our neighbour keeps wondering around in the evenings and we keep needing to take him back to bed.,Adult Care Services,01/07/2019,B32 3PD ,Birminham City Center,UK,Web,Stage 2,Complaint Upheld,FALSE,2,FALSE,01/08/2019
842,Our neighbour is complaining onstantly about not being able to go and do her grocery shopping. She needs a carer.,Adult Care Services,01/02/2019,B28 8TD ,Hall Green,UK,Phone,Stage 2,In Progress,FALSE,0,FALSE,04/03/2019
182,My mum requires her own room as she is unable to walk and is bed ridden.,Adult Care Services,01/02/2019,B17 9PP ,Harborne,UK,Phone,Stage 2,Closed,TRUE,0,FALSE,04/03/2019
578,The social care workerthat is visiting our neighbour is terribly rude and requires an attitude adjustment.,Adult Care Services,01/02/2019,B16 8SN ,Edgbaston,UK,Letter,Stage 2,Decision Pending,FALSE,1,FALSE,04/03/2019
974,Our neighbour is very ill and requires some help as he has no more living relatives to assist.,Adult Care Services,01/02/2019,B26 3TU,Sheldon,UK,Chat,Stage 2,Acknowledged,FALSE,0,FALSE,04/03/2019
314,We live very far away from my father and he is in a single bedroom unit on his own. He requires assistance.,Adult Care Services,01/02/2019,B32 3PJ ,Birminham City Center,UK,Chat,Stage 2,Complaint Rejected,TRUE,4,TRUE,04/03/2019
710,Mrs Migins is really struggling next door and requires a carer as there is no one attending to her needs.,Adult Care Services,01/02/2019,B28 8TE,Hall Green,UK,Social,Stage 2,Decision Pending,FALSE,0,FALSE,04/03/2019
149,Our neighbour keeps wondering around in the evenings and we keep needing to take him back to bed.,Adult Care Services,01/05/2019,B17 9PT ,Harborne,UK,Chat,Stage 1,In Progress,FALSE,0,FALSE,01/06/2019
545,Our neighbour is complaining onstantly about not being able to go and do her grocery shopping. She needs a carer.,Adult Care Services,01/05/2019,B16 8SP ,Edgbaston,UK,Phone,Stage 1,Complaint Rejected,TRUE,1,TRUE,01/06/2019
941,My mum requires her own room as she is unable to walk and is bed ridden.,Adult Care Services,01/05/2019,B26 3SZ,Sheldon,UK,Web,Stage 1,Decision Pending,FALSE,1,FALSE,01/06/2019
281,The social care workerthat is visiting our neighbour is terribly rude and requires an attitude adjustment.,Adult Care Services,01/05/2019,B32 3PP ,Birminham City Center,UK,Web,Stage 1,Acknowledged,FALSE,1,FALSE,01/06/2019
677,Our neighbour is very ill and requires some help as he has no more living relatives to assist.,Adult Care Services,01/05/2019,B28 8SE ,Hall Green,UK,Phone,Stage 1,Complaint Upheld,FALSE,4,FALSE,01/06/2019
17,We live very far away from my father and he is in a single bedroom unit on his own. He requires assistance.,Adult Care Services,01/07/2019,B17 9PU ,Harborne,UK,Phone,Stage 1,Decision Pending,FALSE,0,FALSE,01/08/2019
413,Mrs Migins is really struggling next door and requires a carer as there is no one attending to her needs.,Adult Care Services,01/07/2019,B28 8SF ,Hall Green,UK,Letter,Stage 1,Closed,TRUE,1,FALSE,01/08/2019
809,Our neighbour keeps wondering around in the evenings and we keep needing to take him back to bed.,Adult Care Services,01/05/2019,B26 3SX ,Sheldon,UK,Chat,Stage 1,Decision Pending,FALSE,1,FALSE,01/06/2019
160,Our neighbour is complaining onstantly about not being able to go and do her grocery shopping. She needs a carer.,Adult Care Services,01/04/2019,B32 3QD ,Birminham City Center,UK,Social,Ombudsman,Complaint Rejected,TRUE,1,TRUE,02/05/2019
556,My mum requires her own room as she is unable to walk and is bed ridden.,Adult Care Services,01/04/2019,B28 8SG ,Hall Green,UK,Web,Ombudsman,Decision Pending,FALSE,2,TRUE,02/05/2019
952,The social care workerthat is visiting our neighbour is terribly rude and requires an attitude adjustment.,Adult Care Services,01/04/2019,B17 9PW ,Harborne,UK,Phone,Ombudsman,Closed,FALSE,1,FALSE,02/05/2019
28,Our neighbour is very ill and requires some help as he has no more living relatives to assist.,Adult Care Services,01/04/2019,B16 8SU,Edgbaston,UK,Letter,Stage 2,Closed,TRUE,6,TRUE,02/05/2019
424,We live very far away from my father and he is in a single bedroom unit on his own. He requires assistance.,Adult Care Services,01/04/2019,B26 3SY,Sheldon,UK,Chat,Ombudsman,Decision Pending,FALSE,7,TRUE,02/05/2019
820,Mrs Migins is really struggling next door and requires a carer as there is no one attending to her needs.,Adult Care Services,01/04/2019,B32 3QG ,Birminham City Center,UK,Social,Ombudsman,Acknowledged,FALSE,1,TRUE,02/05/2019
292,Our neighbour keeps wondering around in the evenings and we keep needing to take him back to bed.,Adult Care Services,01/07/2019,B28 8SQ,Hall Green,UK,Phone,Ombudsman,Complaint Upheld,FALSE,3,TRUE,01/08/2019
688,Our neighbour is complaining onstantly about not being able to go and do her grocery shopping. She needs a carer.,Adult Care Services,01/04/2019,B17 9PY ,Harborne,UK,Phone,Ombudsman,In Progress,FALSE,6,TRUE,02/05/2019
237,My mum requires her own room as she is unable to walk and is bed ridden.,Adult Care Services,01/09/2019,B15 1HN ,Edgbaston,UK,Phone,Stage 1,Complaint Rejected,TRUE,1,TRUE,02/10/2019
633,The social care workerthat is visiting our neighbour is terribly rude and requires an attitude adjustment.,Adult Care Services,01/09/2019,B26 3LB,Sheldon,UK,Phone,Stage 1,Decision Pending,FALSE,5,TRUE,02/10/2019
105,Our neighbour is very ill and requires some help as he has no more living relatives to assist.,Adult Care Services,01/09/2019,B32 3QH ,Birminham City Center,UK,Phone,Stage 1,Closed,TRUE,8,TRUE,02/10/2019
501,We live very far away from my father and he is in a single bedroom unit on his own. He requires assistance.,Adult Care Services,01/09/2019,B28 8HT ,Hall Green,UK,Web,Stage 1,Decision Pending,FALSE,1,TRUE,02/10/2019
897,Mrs Migins is really struggling next door and requires a carer as there is no one attending to her needs.,Adult Care Services,01/07/2019,B17 9QE ,Harborne,UK,Phone,Stage 1,Acknowledged,FALSE,4,TRUE,01/08/2019
369,Our neighbour keeps wondering around in the evenings and we keep needing to take him back to bed.,Adult Care Services,01/09/2019,B15 1JD ,Edgbaston,UK,Chat,Stage 1,Complaint Upheld,FALSE,8,TRUE,02/10/2019
765,Our neighbour is complaining onstantly about not being able to go and do her grocery shopping. She needs a carer.,Adult Care Services,01/09/2019,B26 1BN,Sheldon,UK,Social,Stage 1,In Progress,FALSE,8,TRUE,02/10/2019
347,My mum requires her own room as she is unable to walk and is bed ridden.,Adult Care Services,01/11/2019,B32 3QJ,Birminham City Center,UK,Phone,Stage 3,Decision Pending,FALSE,4,FALSE,02/12/2019
743,The social care workerthat is visiting our neighbour is terribly rude and requires an attitude adjustment.,Adult Care Services,01/11/2019,B28 8HU ,Hall Green,UK,Letter,Stage 3,Acknowledged,FALSE,5,FALSE,02/12/2019
83,Our neighbour is very ill and requires some help as he has no more living relatives to assist.,Adult Care Services,01/07/2019,B17 9QG ,Harborne,UK,Letter,Stage 3,Complaint Rejected,TRUE,1,TRUE,01/08/2019
479,We live very far away from my father and he is in a single bedroom unit on his own. He requires assistance.,Adult Care Services,01/11/2019,B15 1JJ ,Edgbaston,UK,Chat,Stage 3,Decision Pending,FALSE,0,FALSE,02/12/2019
875,Mrs Migins is really struggling next door and requires a carer as there is no one attending to her needs.,Adult Care Services,01/11/2019,B26 2QJ,Sheldon,UK,Social,Stage 3,Closed,TRUE,1,FALSE,02/12/2019
215,Our neighbour keeps wondering around in the evenings and we keep needing to take him back to bed.,Adult Care Services,01/11/2019,B7 4DE ,Birminham City Center,UK,Social,Stage 3,Complaint Upheld,FALSE,0,FALSE,02/12/2019
611,Our neighbour is complaining onstantly about not being able to go and do her grocery shopping. She needs a carer.,Adult Care Services,01/11/2019,B28 8JA ,Hall Green,UK,Web,Stage 3,In Progress,FALSE,1,FALSE,02/12/2019
248,My mum requires her own room as she is unable to walk and is bed ridden.,Adult Care Services,01/08/2019,B17 9QH ,Harborne,UK,Letter,Ombudsman,Decision Pending,FALSE,1,FALSE,01/09/2019
644,The social care workerthat is visiting our neighbour is terribly rude and requires an attitude adjustment.,Adult Care Services,01/08/2019,B28 8JD ,Hall Green,UK,Chat,Ombudsman,Closed,FALSE,3,FALSE,01/09/2019
380,Our neighbour is very ill and requires some help as he has no more living relatives to assist.,Adult Care Services,01/07/2019,B26 3TH ,Sheldon,UK,Social,Ombudsman,In Progress,FALSE,0,FALSE,01/08/2019
776,We live very far away from my father and he is in a single bedroom unit on his own. He requires assistance.,Adult Care Services,01/08/2019,B7 4LT,Birminham City Center,UK,Phone,Ombudsman,Complaint Rejected,TRUE,2,TRUE,01/09/2019
116,Mrs Migins is really struggling next door and requires a carer as there is no one attending to her needs.,Adult Care Services,01/08/2019,B28 8JE ,Hall Green,UK,Phone,Ombudsman,Decision Pending,FALSE,1,FALSE,01/09/2019
512,Our neighbour keeps wondering around in the evenings and we keep needing to take him back to bed.,Adult Care Services,01/08/2019,B17 9QL,Harborne,UK,Phone,Ombudsman,Acknowledged,FALSE,0,FALSE,01/09/2019
908,Our neighbour is complaining onstantly about not being able to go and do her grocery shopping. She needs a carer.,Adult Care Services,01/08/2019,B15 1JN ,Edgbaston,UK,Letter,Ombudsman,Complaint Upheld,FALSE,1,FALSE,01/09/2019
259,My mum requires her own room as she is unable to walk and is bed ridden.,Adult Care Services,01/07/2019,B26 3TP ,Sheldon,UK,Chat,Stage 3,Closed,TRUE,8,TRUE,01/08/2019
655,The social care workerthat is visiting our neighbour is terribly rude and requires an attitude adjustment.,Adult Care Services,01/07/2019,B8 1LB,Birminham City Center,UK,Phone,Stage 3,Decision Pending,FALSE,8,TRUE,01/08/2019
127,Our neighbour is very ill and requires some help as he has no more living relatives to assist.,Adult Care Services,01/07/2019,B28 8JF ,Hall Green,UK,Phone,Stage 3,Acknowledged,FALSE,4,TRUE,01/08/2019
523,We live very far away from my father and he is in a single bedroom unit on his own. He requires assistance.,Adult Care Services,01/07/2019,B17 8DB,Harborne,UK,Phone,Stage 3,Complaint Upheld,FALSE,7,TRUE,01/08/2019
919,Mrs Migins is really struggling next door and requires a carer as there is no one attending to her needs.,Adult Care Services,01/07/2019,B15 1SH,Edgbaston,UK,Chat,Stage 3,In Progress,FALSE,8,TRUE,01/08/2019
391,Our neighbour keeps wondering around in the evenings and we keep needing to take him back to bed.,Adult Care Services,01/07/2019,B28 8JG ,Hall Green,UK,Web,Stage 3,Complaint Rejected,TRUE,0,TRUE,01/08/2019
787,Our neighbour is complaining onstantly about not being able to go and do her grocery shopping. She needs a carer.,Adult Care Services,01/07/2019,B8 1TB,Birminham City Center,UK,Phone,Stage 3,Decision Pending,FALSE,4,TRUE,01/08/2019
358,My mum requires her own room as she is unable to walk and is bed ridden.,Adult Care Services,01/10/2019,B28 8JQ ,Hall Green,UK,Letter,Stage 2,Acknowledged,FALSE,6,TRUE,01/11/2019
754,The social care workerthat is visiting our neighbour is terribly rude and requires an attitude adjustment.,Adult Care Services,01/10/2019,B17 9QS,Harborne,UK,Phone,Stage 2,Complaint Upheld,FALSE,7,TRUE,01/11/2019
226,Our neighbour is very ill and requires some help as he has no more living relatives to assist.,Adult Care Services,01/10/2019,B15 1NP ,Edgbaston,UK,Web,Stage 2,In Progress,FALSE,2,TRUE,01/11/2019
622,We live very far away from my father and he is in a single bedroom unit on his own. He requires assistance.,Adult Care Services,01/10/2019,B26 3TS ,Sheldon,UK,Phone,Stage 2,Complaint Rejected,TRUE,2,TRUE,01/11/2019
94,Mrs Migins is really struggling next door and requires a carer as there is no one attending to her needs.,Adult Care Services,01/10/2019,B8 1ED ,Birminham City Center,UK,Chat,Stage 2,Decision Pending,FALSE,7,TRUE,01/11/2019
490,Our neighbour keeps wondering around in the evenings and we keep needing to take him back to bed.,Adult Care Services,01/10/2019,B28 8PA ,Hall Green,UK,Social,Stage 2,Closed,TRUE,10,TRUE,01/11/2019
886,Our neighbour is complaining onstantly about not being able to go and do her grocery shopping. She needs a carer.,Adult Care Services,01/10/2019,B32 2AR ,Harborne,UK,Web,Stage 2,Decision Pending,FALSE,2,TRUE,01/11/2019
61,My mum requires her own room as she is unable to walk and is bed ridden.,Adult Care Services,01/01/2019,B15 1NS ,Edgbaston,UK,Web,Stage 1,Complaint Upheld,FALSE,1,TRUE,01/02/2019
457,The social care workerthat is visiting our neighbour is terribly rude and requires an attitude adjustment.,Adult Care Services,01/01/2019,B28 8PB ,Hall Green,UK,Phone,Stage 1,In Progress,FALSE,4,TRUE,01/02/2019
853,Our neighbour is very ill and requires some help as he has no more living relatives to assist.,Adult Care Services,01/01/2019,B8 1EH ,Birminham City Center,UK,Letter,Stage 1,Complaint Rejected,TRUE,1,TRUE,01/02/2019
325,We live very far away from my father and he is in a single bedroom unit on his own. He requires assistance.,Adult Care Services,01/01/2019,B28 8PD ,Hall Green,UK,Social,Stage 1,Decision Pending,FALSE,8,TRUE,01/02/2019
721,Mrs Migins is really struggling next door and requires a carer as there is no one attending to her needs.,Adult Care Services,01/01/2019,B32 2AS,Harborne,UK,Web,Stage 1,Closed,TRUE,7,TRUE,01/02/2019
193,Our neighbour keeps wondering around in the evenings and we keep needing to take him back to bed.,Adult Care Services,01/01/2019,B15 1NU ,Edgbaston,UK,Letter,Stage 1,Decision Pending,FALSE,5,TRUE,01/02/2019
589,Our neighbour is complaining onstantly about not being able to go and do her grocery shopping. She needs a carer.,Adult Care Services,01/01/2019,B26 3TT ,Sheldon,UK,Chat,Stage 1,Acknowledged,FALSE,8,TRUE,01/02/2019
985,My mum requires her own room as she is unable to walk and is bed ridden.,Adult Care Services,01/07/2019,B8 1LD ,Birminham City Center,UK,Social,Stage 1,Complaint Upheld,FALSE,7,TRUE,01/08/2019
336,The social care workerthat is visiting our neighbour is terribly rude and requires an attitude adjustment.,Adult Care Services,01/12/2019,B28 8PE ,Hall Green,UK,Web,Ombudsman,Decision Pending,FALSE,2,TRUE,01/01/2020
732,Our neighbour is very ill and requires some help as he has no more living relatives to assist.,Adult Care Services,01/12/2019,B17 8BU ,Harborne,UK,Phone,Ombudsman,Decision Pending,FALSE,3,TRUE,01/01/2020
204,We live very far away from my father and he is in a single bedroom unit on his own. He requires assistance.,Adult Care Services,01/12/2019,B28 8PF,Hall Green,UK,Chat,Ombudsman,Acknowledged,FALSE,7,TRUE,01/01/2020
600,Mrs Migins is really struggling next door and requires a carer as there is no one attending to her needs.,Adult Care Services,01/12/2019,B26 3UB ,Sheldon,UK,Social,Ombudsman,Complaint Upheld,FALSE,10,TRUE,01/01/2020
996,Our neighbour keeps wondering around in the evenings and we keep needing to take him back to bed.,Adult Care Services,01/12/2019,B8 1LE,Birminham City Center,UK,Phone,Ombudsman,In Progress,FALSE,2,TRUE,01/01/2020
72,Our neighbour is complaining onstantly about not being able to go and do her grocery shopping. She needs a carer.,Adult Care Services,01/12/2019,B28 0PF,Hall Green,UK,Phone,Ombudsman,In Progress,FALSE,3,TRUE,01/01/2020
468,My mum requires her own room as she is unable to walk and is bed ridden.,Adult Care Services,01/12/2019,B17 8DH,Harborne,UK,Letter,Stage 2,Complaint Rejected,TRUE,2,TRUE,01/01/2020
864,The social care workerthat is visiting our neighbour is terribly rude and requires an attitude adjustment.,Adult Care Services,01/12/2019,B15 1PJ ,Edgbaston,UK,Chat,Ombudsman,Decision Pending,FALSE,7,TRUE,01/01/2020
138,Our neighbour is very ill and requires some help as he has no more living relatives to assist.,Adult Care Services,01/06/2019,B26 3UF ,Sheldon,UK,Letter,Stage 2,Complaint Upheld,FALSE,6,TRUE,02/07/2019
534,We live very far away from my father and he is in a single bedroom unit on his own. He requires assistance.,Adult Care Services,01/06/2019,B8 1AN,Birminham City Center,UK,Chat,Stage 2,In Progress,FALSE,7,TRUE,02/07/2019
930,Mrs Migins is really struggling next door and requires a carer as there is no one attending to her needs.,Adult Care Services,01/07/2019,B28 8SH ,Hall Green,UK,Social,Stage 2,Complaint Rejected,TRUE,0,TRUE,01/08/2019
6,Our neighbour keeps wondering around in the evenings and we keep needing to take him back to bed.,Adult Care Services,01/06/2019,B28 8SJ ,Hall Green,UK,Web,Stage 2,Decision Pending,FALSE,2,TRUE,02/07/2019
402,Our neighbour is complaining onstantly about not being able to go and do her grocery shopping. She needs a carer.,Adult Care Services,01/07/2019,B15 1PL ,Edgbaston,UK,Phone,Stage 2,Decision Pending,FALSE,3,TRUE,01/08/2019
798,My mum requires her own room as she is unable to walk and is bed ridden.,Adult Care Services,01/06/2019,B26 3UG ,Sheldon,UK,Phone,Stage 2,Closed,TRUE,6,TRUE,02/07/2019
270,The social care workerthat is visiting our neighbour is terribly rude and requires an attitude adjustment.,Adult Care Services,01/06/2019,B8 1DX,Birminham City Center,UK,Social,Stage 2,Decision Pending,FALSE,10,TRUE,02/07/2019
666,Our neighbour is very ill and requires some help as he has no more living relatives to assist.,Adult Care Services,01/06/2019,B28 8SL ,Hall Green,UK,Phone,Stage 2,Decision Pending,FALSE,2,TRUE,02/07/2019
39,We live very far away from my father and he is in a single bedroom unit on his own. He requires assistance.,Adult Care Services,01/03/2019,B17 8RP,Harborne,UK,Chat,Stage 3,Decision Pending,FALSE,8,TRUE,01/04/2019
435,Mrs Migins is really struggling next door and requires a carer as there is no one attending to her needs.,Adult Care Services,01/03/2019,B15 1PQ ,Edgbaston,UK,Social,Stage 3,Acknowledged,FALSE,8,TRUE,01/04/2019
831,Our neighbour keeps wondering around in the evenings and we keep needing to take him back to bed.,Adult Care Services,01/03/2019,B26 3YG ,Sheldon,UK,Web,Stage 3,Complaint Upheld,FALSE,1,TRUE,01/04/2019
303,Our neighbour is complaining onstantly about not being able to go and do her grocery shopping. She needs a carer.,Adult Care Services,01/03/2019,B28 8SN ,Hall Green,UK,Letter,Stage 3,In Progress,FALSE,5,TRUE,01/04/2019
699,My mum requires her own room as she is unable to walk and is bed ridden.,Adult Care Services,01/03/2019,B28 8SP ,Hall Green,UK,Chat,Stage 3,Complaint Rejected,TRUE,0,TRUE,01/04/2019
171,The social care workerthat is visiting our neighbour is terribly rude and requires an attitude adjustment.,Adult Care Services,01/03/2019,B17 0SS ,Harborne,UK,Web,Stage 3,Decision Pending,FALSE,1,TRUE,01/04/2019
567,Our neighbour is very ill and requires some help as he has no more living relatives to assist.,Adult Care Services,01/03/2019,B15 1PT ,Edgbaston,UK,Phone,Stage 3,Closed,TRUE,4,TRUE,01/04/2019
963,We live very far away from my father and he is in a single bedroom unit on his own. He requires assistance.,Adult Care Services,01/03/2019,B26 3YH,Sheldon,UK,Letter,Stage 3,Decision Pending,FALSE,5,TRUE,01/04/2019
374,We have had another 3 children and we are currently in a 2 bedroom house living on top of one another.,Benefits,01/02/2019,B8 1AW,Birminham City Center,UK,Chat,Stage 2,Decision Pending,FALSE,0,FALSE,04/03/2019
770,We require more living space as we have not been allowed proper benefits in months and have 5 people living in the house.,Benefits,01/02/2019,B28 8ST ,Hall Green,UK,Social,Stage 2,Closed,TRUE,0,FALSE,04/03/2019
110,We would like a dwelling on the bottom floor as my mum is in a wheelchair and the council estate has no elevators.,Benefits,01/02/2019,B28 8SU ,Hall Green,UK,Social,Stage 2,Decision Pending,FALSE,1,FALSE,04/03/2019
506,We require a relocation to a new dwelling as our neighbours are constantly abusing the lcal hallway and making a noise.,Benefits,01/02/2019,B15 1PU,Edgbaston,UK,Web,Stage 2,In Progress,FALSE,0,FALSE,04/03/2019
902,Our house requres a serious amount of maintenance and a repaint as it is falling apart.,Benefits,01/02/2019,B26 3BN ,Sheldon,UK,Phone,Stage 2,Complaint Rejected,TRUE,3,TRUE,04/03/2019
242,"Please come and review our living conditions, they are not suitable for a family of our size.",Benefits,01/02/2019,B8 1AQ,Birminham City Center,UK,Phone,Stage 2,Decision Pending,FALSE,3,FALSE,04/03/2019
638,We have had another 3 children and we are currently in a 2 bedroom house living on top of one another.,Benefits,01/02/2019,B28 8SW ,Hall Green,UK,Letter,Stage 2,Acknowledged,FALSE,0,FALSE,04/03/2019
77,We require more living space as we have not been allowed proper benefits in months and have 5 people living in the house.,Benefits,01/05/2019,B17 0ST ,Harborne,UK,Phone,Stage 1,Closed,TRUE,1,FALSE,01/06/2019
473,We would like a dwelling on the bottom floor as my mum is in a wheelchair and the council estate has no elevators.,Benefits,01/07/2019,B15 2JG ,Edgbaston,UK,Letter,Stage 1,Decision Pending,FALSE,1,FALSE,01/08/2019
869,We require a relocation to a new dwelling as our neighbours are constantly abusing the lcal hallway and making a noise.,Benefits,01/05/2019,B28 8SX ,Hall Green,UK,Phone,Stage 1,Acknowledged,FALSE,0,FALSE,01/06/2019
209,Our house requres a serious amount of maintenance and a repaint as it is falling apart.,Benefits,01/05/2019,B9 4ED ,Birminham City Center,UK,Chat,Stage 1,Complaint Rejected,TRUE,3,TRUE,01/06/2019
605,"Please come and review our living conditions, they are not suitable for a family of our size.",Benefits,01/05/2019,B28 8SY ,Hall Green,UK,Social,Stage 1,Decision Pending,FALSE,1,FALSE,01/06/2019
341,We have had another 3 children and we are currently in a 2 bedroom house living on top of one another.,Benefits,01/05/2019,B17 0SU ,Harborne,UK,Web,Stage 1,Complaint Upheld,FALSE,1,FALSE,01/06/2019
737,We require more living space as we have not been allowed proper benefits in months and have 5 people living in the house.,Benefits,01/05/2019,B15 2JQ,Edgbaston,UK,Phone,Stage 1,In Progress,FALSE,1,FALSE,01/06/2019
88,We would like a dwelling on the bottom floor as my mum is in a wheelchair and the council estate has no elevators.,Benefits,01/04/2019,B28 8SZ ,Hall Green,UK,Letter,Stage 2,Decision Pending,FALSE,7,TRUE,02/05/2019
484,We require a relocation to a new dwelling as our neighbours are constantly abusing the lcal hallway and making a noise.,Benefits,01/04/2019,B9 4EE,Birminham City Center,UK,Chat,Ombudsman,Acknowledged,FALSE,7,TRUE,02/05/2019
880,Our house requres a serious amount of maintenance and a repaint as it is falling apart.,Benefits,01/04/2019,B28 8TB,Hall Green,UK,Social,Ombudsman,Complaint Upheld,FALSE,10,TRUE,02/05/2019
352,"Please come and review our living conditions, they are not suitable for a family of our size.",Benefits,01/04/2019,B17 0TA ,Harborne,UK,Phone,Ombudsman,In Progress,FALSE,3,TRUE,02/05/2019
748,We have had another 3 children and we are currently in a 2 bedroom house living on top of one another.,Benefits,01/04/2019,B16 8QQ,Edgbaston,UK,Letter,Ombudsman,Complaint Rejected,TRUE,0,TRUE,02/05/2019
220,We require more living space as we have not been allowed proper benefits in months and have 5 people living in the house.,Benefits,01/04/2019,B28 8QH ,Hall Green,UK,Social,Ombudsman,Decision Pending,FALSE,7,TRUE,02/05/2019
616,We would like a dwelling on the bottom floor as my mum is in a wheelchair and the council estate has no elevators.,Benefits,01/04/2019,B12 0SH,Birminham City Center,UK,Phone,Ombudsman,Closed,FALSE,1,FALSE,02/05/2019
165,We require a relocation to a new dwelling as our neighbours are constantly abusing the lcal hallway and making a noise.,Benefits,01/09/2019,B28 8QL ,Hall Green,UK,Social,Stage 1,Decision Pending,FALSE,8,TRUE,02/10/2019
561,Our house requres a serious amount of maintenance and a repaint as it is falling apart.,Benefits,01/09/2019,B17 0TD ,Harborne,UK,Web,Stage 1,Decision Pending,FALSE,1,TRUE,02/10/2019
957,"Please come and review our living conditions, they are not suitable for a family of our size.",Benefits,01/09/2019,B28 8QN ,Hall Green,UK,Phone,Stage 1,Complaint Upheld,FALSE,7,TRUE,02/10/2019
33,We have had another 3 children and we are currently in a 2 bedroom house living on top of one another.,Benefits,01/07/2019,B26 3BP ,Sheldon,UK,Letter,Stage 1,Complaint Upheld,FALSE,5,TRUE,01/08/2019
429,We require more living space as we have not been allowed proper benefits in months and have 5 people living in the house.,Benefits,01/09/2019,B33 0RN ,Birminham City Center,UK,Chat,Stage 1,In Progress,FALSE,8,TRUE,02/10/2019
825,We would like a dwelling on the bottom floor as my mum is in a wheelchair and the council estate has no elevators.,Benefits,01/09/2019,B28 9JJ ,Hall Green,UK,Social,Stage 1,Complaint Rejected,TRUE,1,TRUE,02/10/2019
297,We require a relocation to a new dwelling as our neighbours are constantly abusing the lcal hallway and making a noise.,Benefits,01/09/2019,B17 0TE ,Harborne,UK,Phone,Stage 1,Decision Pending,FALSE,4,TRUE,02/10/2019
